name,speed,spin,tackiness,overall,price,ratings,brand
KTL (LKT) Torrent Gold,7.7,8.8,8,7.8,14,3,KTL (LKT - Li Kuang Tsu)
Lion Aggressor,8.5,7,0,9,11,1,Lion
Lion Elite Control,5,3,,,,1,Lion
Lion Mantlet,4,2.8,0.4,8.7,15,5,Lion
Lion Radiant,8.6,8.6,4.4,8.2,15,6,Lion
Lion Rebirth,8.2,,2,8.9,20,3,Lion
Lion Roar,8.8,8.7,1,9,15,3,Lion
Lion SS 800,8.5,9,,,,1,Lion
Lion Trapper,,,,,15,0,Lion
Lion Trapper Pro,,,,,,0,Lion
Loki Arthur Asia,9.1,9.4,7.3,9.4,40,5,Loki
Loki GTX Pro,8.5,9,5,9.2,26,6,Loki
Loki N80,9.5,9.8,8.7,9.8,26,3,Loki
Loki Rxton 3,8.5,9,6.5,8.9,15,3,Loki
Loki RXTON 5,9.2,9.5,6.2,9.3,15,6,Loki
Loki RXTON I,8.2,8.8,5,8.6,8,1,Loki
Loki RXTON5,8.9,9.2,5.8,9.1,15,4,Loki
Meteor 835 (Non Tacky),7,7,0,8.5,8,1,Meteor
Meteor 835-W,7,7,0,7,14,1,Meteor
Mizuno Charge,9.8,8.8,0,8,42,1,Mizuno
Mizuno Charge MF,,,,,42,0,Mizuno
Mizuno Charge Pro,6,8,10,7,42,1,Mizuno
Mizuno Charge SS,,,,,44,0,Mizuno
Mizuno GF Pro,9.3,9.1,2,9.2,50,4,Mizuno
Mizuno GF R,7.8,8.2,2,9.6,38,1,Mizuno
Mizuno GF T40,7.5,8,8,8,44,1,Mizuno
Mizuno GF T45,9.4,9.2,1.8,9.1,44,5,Mizuno
Mizuno GF T48,9.2,9.1,2.3,8.9,44,4,Mizuno
Mizuno Plaudit,,,,,51,0,Mizuno
Mizuno Q3,9.5,9.3,2.3,9.2,60,4,Mizuno
Mizuno Q4,9,8.7,1.3,8.7,60,4,Mizuno
Mizuno Q5,9,9.3,2,9.7,51,1,Mizuno
Mizuno Unison,,,,,25,0,Mizuno
Neottec Hinomi-M,7.5,7.8,1,8.5,18,2,Neottec
Neottec Hinomi-S,6.5,7.8,0,,18,1,Neottec
Neottec Iken Pro,4,3,0,1,15,1,Neottec
Neottec Katana,9,8.5,5,8.3,18,4,Neottec
Nexy Demian,8,8,2,8,12,1,Nexy
Nexy Karis H,7.8,8.5,1,7.9,50,2,Nexy
Nexy Karis M,8.2,8.4,1.5,8.1,50,4,Nexy
Nexy Karis M+,7.5,8.2,1.3,7.8,50,3,Nexy
Nittaku Alhelg,9.1,9.1,2.3,8.9,45,18,Nittaku
Nittaku Alhelg SC,,,,,60,0,Nittaku
Nittaku Alhelg SR,9.1,9.4,4.3,9.2,60,15,Nittaku
Nittaku Annsort,7.3,7.9,2,8.4,,1,Nittaku
Nittaku Arufeel,,,,,29,0,Nittaku
Nittaku Best Anti (Anti-spin),3.8,2.6,0,7.9,24,8,Nittaku
Nittaku DHS Hurricane 2,,,,,,0,Nittaku
Nittaku DHS Hurricane 3,8.2,9.3,8,8.9,50,10,Nittaku
Nittaku Factive,8.8,8.7,1.7,9.1,28,17,Nittaku
Nittaku Fastarc C-1,8.9,9.2,2,9.2,55,25,Nittaku
Nittaku Fastarc G-1,9,9.4,2.9,9.4,44,91,Nittaku
Nittaku Fastarc P-1,9.3,9.3,2.6,9.4,55,27,Nittaku
Nittaku Fastarc S-1,9.1,9,2,9.3,42,63,Nittaku
Nittaku Flyatt Hard,9,8.8,2.7,9,31,22,Nittaku
Nittaku Flyatt Soft,8.5,8.1,0.8,8.5,31,10,Nittaku
Nittaku Flyatt Spin,8.9,9.2,2.1,9.3,33,10,Nittaku
Nittaku G888 CS,8.2,8.6,7.5,8.9,36,2,Nittaku
Nittaku G888 JS,,,,,36,0,Nittaku
Nittaku Galze,8.8,9.1,1.5,9.3,55,11,Nittaku
Nittaku Goriki Kaisoku,9.5,9.2,2,9.3,38,9,Nittaku
Nittaku Hammond,9.1,8.5,1,8.8,38,14,Nittaku
Nittaku Hammond CR,9.4,9.4,2,9.5,35,3,Nittaku
Nittaku Hammond Power,9,8.8,1.5,8.8,43,4,Nittaku
Nittaku Hammond Pro Alpha,9.2,7.2,1.8,8.1,38,12,Nittaku
Nittaku Hammond Pro Beta,9,8.8,1.9,9.3,49,45,Nittaku
Nittaku Hammond X,8.9,8.7,3.1,8.8,43,10,Nittaku
Nittaku Hurricane 2 (H2),,,,,39,1,Nittaku
Nittaku Hurricane 2 (H2) NT50 Type,7.9,9.4,10,7.9,40,2,Nittaku
Nittaku Hurricane 2 (H2) Pro,8.3,9.4,7.4,8.8,40,7,Nittaku
Nittaku Hurricane 3 (H3),9.1,9.4,6.2,9,35,15,Nittaku
Nittaku Hurricane 3 (H3) NT50 Type,8,8.8,6.5,8,47,2,Nittaku
Nittaku Hurricane 3 (H3) Pro,8.1,9.1,7.5,8.6,,8,Nittaku
Nittaku Hurricane 3 NEO,7.9,9.2,7.9,8.9,40,7,Nittaku
Nittaku Hurricane Pro 3,,,,,55,0,Nittaku
Nittaku Hurricane Pro III Turbo Blue,8.8,9.4,8.3,9.4,45,14,Nittaku
Nittaku Hurricane Pro III Turbo Orange,8.6,9.3,8.9,9.2,55,33,Nittaku
Nittaku J.O. Waldner,8.3,8.7,3.5,9.2,29,6,Nittaku
Nittaku JO Waldner SC,8.5,9,6,9.3,29,3,Nittaku
Nittaku Magic Carbon,7.8,8,2.4,8.7,25,14,Nittaku
Nittaku Magic Carbon Sound,,,,,30,0,Nittaku
Nittaku Micro,8.2,8,3,7.7,18,4,Nittaku
Nittaku Midship,,,,,31,1,Nittaku
Nittaku Moristo 2000,9.3,8.8,1,8.8,35,4,Nittaku
Nittaku Moristo 2000 NX,9.1,9.4,2,9.4,47,1,Nittaku
Nittaku Moristo DF,8.9,7.8,5,8.6,27,3,Nittaku
Nittaku Moristo FG,8.2,8,2,7.9,40,1,Nittaku
Nittaku Moristo RS Hard,9.2,9.1,4,9.1,44,3,Nittaku
Nittaku Moristo RS Soft,9.1,8.2,3.6,9.1,44,6,Nittaku
Nittaku Moristo SP,7,5,0,,30,1,Nittaku
Nittaku Narucross EX Hard,9.3,8.7,3.5,9.3,50,10,Nittaku
Nittaku Narucross EX Soft,8.8,9.3,2.5,9.1,39,12,Nittaku
Nittaku Narucross GS Hard,9,8.5,2,8.9,55,1,Nittaku
Nittaku Narucross GS Soft,8.9,9.1,5.8,9.1,55,9,Nittaku
Nittaku Narucross GS Super-Soft,8,9.1,3,8.9,53,9,Nittaku
Nittaku Nodias,7.5,8.4,3,7.9,38,6,Nittaku
Nittaku Nodias A-1 Hard,,,,,43,0,Nittaku
Nittaku Nodias A-1 Soft,,,,,43,0,Nittaku
Nittaku Radice,,,,,25,0,Nittaku
Nittaku Refoma,8.2,8.3,1.2,8.5,44,6,Nittaku
Nittaku Renanos Bright Hard,8.4,7.3,3.5,7.5,48,2,Nittaku
Nittaku Renanos Bright Soft,8.5,8.4,3.3,9.1,48,8,Nittaku
Nittaku Renanos Hard,,,,,32,0,Nittaku
Nittaku Renanos Hold,8.9,9.4,4.1,9.4,40,39,Nittaku
Nittaku Renanos Soft,8.6,9,2,9.2,34,6,Nittaku
Nittaku Revspin,8.3,9.4,2.7,9.4,,6,Nittaku
Nittaku RuuKing,,,,,21,0,Nittaku
Nittaku Skyline TG2,6,9,2,6,,2,Nittaku
Nittaku Skyline TG3,9.3,9.3,10,9,,3,Nittaku
Nittaku Soulspin Project 12 (P12),8.9,9.2,2,9,60,3,Nittaku
Nittaku Spiral,4.5,9,5,7,25,1,Nittaku
Nittaku Tin Arc Power,9,8.9,5,8,50,1,Nittaku
Nittaku Zalt,8.6,8.6,1.7,8.5,30,6,Nittaku
Nittaku Zieger  PK 50,9.2,9.4,6.5,9.4,50,11,Nittaku
Palio Aeolus,9.3,9.2,4.4,9.4,45,10,Palio
Palio AK 47 Blue,9,8.7,0.5,9.1,13,37,Palio
Palio AK 47 Red,9.3,8.7,0.6,9,15,50,Palio
Palio AK 47 Yellow Sponge,8.8,8.7,0.7,8.9,12,22,Palio
Palio AK47,8.5,9.1,2,9.1,16,1,Palio
Palio AK47 Biotech,6.5,9.3,7.7,9.5,14,3,Palio
Palio Amigo,7.2,7.3,4.4,8,10,5,Palio
Palio Amigo Loop,,,,,16,0,Palio
Palio Blitz,9.1,9,2.2,9.1,34,30,Palio
Palio CJ8000,6.8,8.9,8,8.7,10,3,Palio
Palio CJ8000 2-Side Loop,7.2,7.9,3.1,8.3,8,10,Palio
Palio CJ8000 2-Side Loop TensionTech,,,,,16,0,Palio
Palio CJ8000 36-38°,8.3,8.6,4,8.7,7,8,Palio
Palio CJ8000 38-41°,8.1,8.1,5.8,8.3,13,10,Palio
Palio CJ8000 41-45°,8.3,7.3,3.5,8,7,3,Palio
Palio CJ8000 Allround,7.6,7.8,9.3,6.7,16,4,Palio
Palio CJ8000 Biotech 36-38°,7.7,8.7,4.7,8.9,9,25,Palio
Palio CJ8000 Biotech 36-38° Japanese Sponge,7.8,8.9,2.4,9,12,13,Palio
Palio CJ8000 Biotech 39-41°,7.2,8.7,2.5,8.9,9,16,Palio
Palio CJ8000 Biotech 40-42°,8.3,8.9,2.4,8.9,10,10,Palio
Palio CJ8000 Biotech 42-44°,8,9.7,5,9,9,1,Palio
Palio CJ8000 Biotech 42-44° Japanese Sponge,7.7,8.9,2,9.2,12,13,Palio
Palio CJ8000 Extreme Balance,7,6,5,5.5,16,1,Palio
Palio CJ8000 Extreme Speed,8.6,8.4,2,,16,1,Palio
Palio CJ8000 Extreme Spin,8.3,9,6.6,8.9,16,11,Palio
Palio CJ8000 Light and Fast,8,8.7,4.3,8,7,5,Palio
Palio CJ8000 Light PRO,8.8,8.5,2,8.5,8,1,Palio
Palio CJ8000 Near Table Attack and Loop,,,,,16,0,Palio
Palio CJ8000 Provincial,7.5,8,5,10,20,1,Palio
Palio CJ8000 Short Court Attack and Loop,,,,,16,0,Palio
Palio CJ8000 Speed,9.2,7.7,,8.2,16,2,Palio
Palio CJ8000 Strength,7.3,6.9,,7,16,1,Palio
Palio Conqueror,7.8,8.1,5,8.7,25,2,Palio
Palio Drunken Dragon,8,7.5,6.5,8.5,8,5,Palio
Palio Drunken Dragon 40+,8.7,8.8,3.5,7.8,25,2,Palio
Palio Emperor Dragon,7.9,9.1,5.9,9.1,9,10,Palio
Palio Emperor Dragon Biotech,8.2,9.1,6.5,8.6,12,2,Palio
Palio Hadou 2046,8.8,7.9,,8.2,3,2,Palio
Palio Hadou 2049,9.4,7.5,,8.6,3,2,Palio
Palio Hadou 40+,8.9,9.1,3.6,9.2,11,19,Palio
Palio Hadou Biotech,8.8,9.2,7.2,8.4,21,13,Palio
Palio Hadou GP,7.6,8,5,7.5,2,2,Palio
Palio Hadou Japan Sponge 42-44,9.3,9.5,,,12,1,Palio
Palio Hadou TensionTech,,,,,3,0,Palio
Palio Hadou Whirlwind,8,9,10,9,4,1,Palio
Palio Hidden Dragon,8,9,2.6,8.8,14,9,Palio
Palio Hidden Dragon 40+,8.1,7.7,0,8.1,22,3,Palio
Palio Hidden Dragon Biotech,8.3,8.8,0.5,9,12,12,Palio
Palio Hidden Dragon Biotech Upgrade,8.2,9,0,8.7,12,5,Palio
Palio HK1997 Biotech,8.3,8.7,2.1,8.9,27,19,Palio
Palio HK1997 Gold,9.1,9.2,3.1,9.2,12,21,Palio
Palio HK1997 Speed,9.2,8.3,,8.6,14,1,Palio
Palio HK1997 Spin,8.3,9.5,,8.6,16,2,Palio
Palio Macro,7.3,7.5,1,8.5,39,2,Palio
Palio Macro Era,9.3,8.6,1.7,9.2,25,36,Palio
Palio Macro Pro,8.3,8.2,2.6,8.2,30,8,Palio
Palio Maximo,8.3,9.3,2,8.5,40,2,Palio
Palio The Way 40+,8.6,9.4,2.8,9.4,15,4,Palio
Palio Thors,8.7,9.3,6.4,9,30,45,Palio
Palio Wildish Dragon,8.9,9,6.5,8.2,14,6,Palio
PimplePark Cluster,5,4,0,9,33,1,PimplePark
PimplePark Epos,7,9,8,8.5,33,2,PimplePark
PimplePark Wobbler,4,4,0,9,,1,PimplePark
Prasidha Ambawa,,,,,,0,Prasidha (Prashida)
Prasidha Frankfurt,8,8,2,8.4,,1,Prasidha (Prashida)
Prasidha Osaka,8.5,8,5,8.2,,1,Prasidha (Prashida)
Prasidha Tokyo Zentec,9,9.5,2,9.2,90,3,Prasidha (Prashida)
Prasidha Twister,8,8.7,3,8.2,5,3,Prasidha (Prashida)
Reactor Ckylin,6.4,8.6,3.5,7.7,14,2,Reactor
Reactor Ckylin Blue Sponge,8.9,8.6,3.5,8.9,15,2,Reactor
Reactor Ckylin New (Blue Sponge),8,8,5,8.3,11,10,Reactor
Reactor Corbor,7,8.7,7.2,8.4,5,29,Reactor
Reactor CORBOR (white Pack),7.8,8.2,3.5,8,8,2,Reactor
Reactor Corbor Pro,6.3,7,5,7,5,3,Reactor
Reactor Novar,7.1,9.2,7,8.8,10,4,Reactor
Reactor Thunder,8.9,8.9,6.7,9,12,22,Reactor
Reactor Thunder Black Sponge,9,8.8,2,8.3,13,2,Reactor
Reactor Tornado,7.9,9.2,6.6,8.4,15,5,Reactor
Reactor Tornado V5,8.4,9,5,9,11,1,Reactor
Sanwei A+ Lightwei,4,8.5,8,6,29,1,Sanwei
Sanwei A+ LightWEI,,,,,29,0,Sanwei
Sanwei Black A+,9.2,8.6,5,8.9,35,3,Sanwei
Sanwei Gear Hyper,8,9,2,9,40,1,Sanwei
Sanwei Gears,7.7,8.8,5.2,8.7,16,13,Sanwei
Sanwei Gears 2.0,5,7.5,8,5,15,1,Sanwei
Sanwei Rings Link,7.8,8.8,4,8.4,20,3,Sanwei
Sanwei T88,8.7,8.7,5,7.9,14,3,Sanwei
Sanwei T88 TAIJI,7,7.5,3,7.3,12,3,Sanwei
Sanwei T88-I,8.2,8.5,4.6,8.4,9,38,Sanwei
Sanwei T88-I Light,,,,,28,0,Sanwei
Sanwei T88-II,7.4,8,7.7,8.3,12,5,Sanwei
Sanwei T88-III,8,8.5,4.4,8.1,15,11,Sanwei
Sanwei T88-III 2,7.8,7.8,2,8.1,15,4,Sanwei
Sanwei Taiji Plus,7,7.8,5,8,18,3,Sanwei
Sanwei Target,8.3,7.8,5,8.6,12,3,Sanwei
Sanwei Target 90,8.8,8.8,3.5,9.3,20,2,Sanwei
Sanwei Target Europe 40+,8.3,8.6,2,8.4,31,4,Sanwei
Sanwei Target National,8.6,9.3,7.6,9,25,28,Sanwei
Sanwei Target Pro Blue,,,,,25,0,Sanwei
Sanwei Target Provincial,8.3,9.3,8,8.6,18,3,Sanwei
Sanwei Ultraspin T88,8.8,8.2,3,8.3,12,4,Sanwei
Sanwei White A+,8.3,8.3,8,8.7,17,1,Sanwei
Sauer & Troger Hellfire X,,,,,,0,Sauer & Troger
Sauer & Troger Secret Flow,8.2,8.5,3.5,9.9,38,3,Sauer & Troger
Sauer & Troger Secret Flow Chop,7.1,8.9,4.5,8.6,32,6,Sauer & Troger
Sauer & Troger Super Stop,4,2,0,8.5,35,3,Sauer & Troger
Se7en 7.01i,9.1,8.9,2,9.3,30,3,Se7en
Skitt Red Devils,9,7,0,8.8,9,1,Skitt
Skitt Sniper,8.8,9.2,8,9,8,1,Skitt
Skitt Terminator,8.8,9,5,9,14,1,Skitt
Soulspin Project 16,9.5,9.5,0,9.5,,1,Soulspin
Soulspin Project 16 ST,,,,,,0,Soulspin
SpinLord Adler,6,7,0,9,17,2,SpinLord
SpinLord Adler II,7.5,7.5,1,8.5,18,2,SpinLord
SpinLord Gigant,4,2,0,7,22,1,SpinLord
SpinLord Irbis,8.2,8.3,1,8.5,30,2,SpinLord
SpinLord Irbis II,,,,,24,0,SpinLord
SpinLord Marder,6.6,8.6,3.8,9,20,12,SpinLord
SpinLord Marder II,7.6,8.7,4.3,8.9,25,13,SpinLord
SpinLord Marder III,8.1,9,5,9,30,2,SpinLord
SpinLord Marder IV,9,7,5,8,24,1,SpinLord
SpinLord Odd Tember,,,,,50,0,SpinLord
SpinLord Sandwind,5.3,5,0,8.1,22,2,SpinLord
SpinLord Tanuki,7.7,7.2,2,8.9,48,3,SpinLord
SpinLord Tiger,8.3,7.9,2.6,9.2,25,8,SpinLord
Spintech Dynasty Platinum,10,9,0,7,45,2,Spintech
Stag All Round,7.9,8.1,3.5,7.3,12,2,Stag
Stag Championship,8.2,8.8,2,9,12,1,Stag
Stag Explosive,9,7.5,5,8,12,2,Stag
Stag International,9,9,2,9.1,14,1,Stag
Stag Ninja Attack,9.1,9.2,5.7,8.1,8,4,Stag
Stag Peter Karlsson,8.5,7.6,2.7,8.4,45,8,Stag
Stag Power Drive Plus,8,8.5,4,8.6,16,3,Stag
Stag Thunder Spin,7.9,8.1,2,7.4,12,6,Stag
Stiga Airoc Astro M,9,8.6,3.1,8.6,60,12,Stiga
Stiga Airoc Astro S,8.9,9,4.3,9.1,55,17,Stiga
Stiga Airoc M,8.9,9.1,2.1,8.8,56,16,Stiga
Stiga Airoc S,8.5,9,4.3,9.1,54,26,Stiga
Stiga Almana,9.1,8.3,2.2,9.1,32,17,Stiga
Stiga Almana Sound,9.1,8.5,2.1,8.4,32,8,Stiga
Stiga Almana Sound SynergyTech,9.5,8.7,2.9,9,39,16,Stiga
Stiga Boost TC,8.7,8.4,2,8.8,50,39,Stiga
Stiga Boost TP,8.9,8.8,2.7,8.9,58,14,Stiga
Stiga Boost TS,8.8,8.9,2.4,8.9,50,52,Stiga
Stiga Boost TX,9.3,9,2,9.3,55,46,Stiga
Stiga Calibra LT,9.3,9.2,4.5,9.3,53,75,Stiga
Stiga Calibra LT Plus,9.5,9.1,3.4,9.3,28,33,Stiga
Stiga Calibra LT Sound,9.1,8.7,2,8.7,53,63,Stiga
Stiga Calibra LT Spin,9.1,9.1,2.4,9.2,40,44,Stiga
Stiga Calibra Tour H,9.3,8.1,0.3,8.4,49,7,Stiga
Stiga Calibra Tour M,9.2,8.6,0.5,8.8,50,16,Stiga
Stiga Calibra Tour S,8.8,8.7,0.4,8.8,55,11,Stiga
Stiga Carbo,8.4,7.9,3.5,8.3,18,8,Stiga
Stiga Carbo MC,8.2,8.7,5.5,9.1,33,6,Stiga
Stiga Carbo Sound,9.2,8.6,2.1,9,36,22,Stiga
Stiga China Extreme,7,9.2,7.8,7.4,29,12,Stiga
Stiga Chop & Drive,6.3,9,5.9,8.4,25,18,Stiga
Stiga Cobra 2000,6.7,7.3,2,7.1,25,13,Stiga
Stiga DNA Future M,7,6,5,7,35,1,Stiga
Stiga DNA Pro H,8.7,8.7,2,8.3,55,8,Stiga
Stiga DNA Pro M,8.8,9,2,8.9,50,18,Stiga
Stiga DNA Pro S,8.5,8.8,2,8.6,50,8,Stiga
Stiga Drive,6.2,6.3,4.7,7.1,,10,Stiga
Stiga Energy Absorber (Anti-spin),6,2.9,2,8,28,6,Stiga
Stiga Evo,8,7.6,2,8.1,25,17,Stiga
Stiga Genesis II M,8.3,8.8,7.4,8.3,46,6,Stiga
Stiga Genesis II S,8.8,9,5,8.4,56,1,Stiga
Stiga Genesis M,8.8,8.9,4.7,8.6,30,23,Stiga
Stiga Genesis S,8.7,9.2,4.3,9.1,45,17,Stiga
Stiga Innova,7.9,8.2,1.8,8.2,31,7,Stiga
Stiga Innova Premium,7,6.3,2.3,7.5,34,4,Stiga
Stiga Innova Ultra Light,8.3,8.1,1.6,8.4,31,16,Stiga
Stiga Innova Ultra Light SynergyTech,7.9,7.9,2.6,8.2,37,22,Stiga
Stiga Magna,8.4,8.7,4,8.6,37,15,Stiga
Stiga Magna TC II (2),9,8.4,2.8,8.9,40,20,Stiga
Stiga Magna TS II (2),8.2,8.5,1.3,8.6,40,7,Stiga
Stiga Magna TX,9.1,9.3,2.9,9.3,55,16,Stiga
Stiga Mantra H,9.4,9.1,1.8,9.1,45,14,Stiga
Stiga Mantra M,9.1,9.1,1.9,9.2,47,24,Stiga
Stiga Mantra S,8.7,9,3.4,9,50,9,Stiga
Stiga Mendo,7.5,7.7,1.8,8.3,30,11,Stiga
Stiga Mendo Energy,7.7,7.9,4.4,8.2,28,11,Stiga
Stiga Mendo MP,8.5,7.9,0.9,8.4,33,12,Stiga
Stiga Neos,8.4,7.7,4.1,7.7,24,8,Stiga
Stiga Neos Sound,8.4,7.2,2.7,7.4,37,16,Stiga
Stiga Neos Sound SynergyTech,8.5,8.6,1.3,8.6,45,10,Stiga
Stiga Neos SynergyTech,8,8.3,5,7.8,50,7,Stiga
Stiga Neos Tacky,7.6,9.1,7.5,9,37,31,Stiga
Stiga Optimum MP,8.6,8.2,2.4,8.4,38,10,Stiga
Stiga Power LT,9,8.9,1.7,9,30,13,Stiga
Stiga Vaporizer,,,,,120,0,Stiga
Sunflex AF50,7.8,7.1,6,8.1,26,3,Sunflex
Sunflex AF50 Green,7,8.5,0,8,39,1,Sunflex
Sunflex Anti Loop,,,,,25,0,Sunflex
Sunflex BZ60,,,,,26,0,Sunflex
Sunflex Icebreaker,,,,,28,0,Sunflex
Sunflex Sun Control,,,,,35,0,Sunflex
Sunflex Sun Power,7,8.5,5,8.6,35,1,Sunflex
Sunflex Xonox,,,,,,0,Sunflex
Sunflex Zeno,,,,,34,1,Sunflex
Sunnysix Sunny3,,,,,40,0,Sunnysix
Sunnysix Sunny7,9,10,10,,40,1,Sunnysix
Sword 2000F Back-Off,9.5,8.6,3.5,9,9,2,Sword
Sword 2000F Back-off (Loop),9,9,5,9,12,1,Sword
Sword 2000F NN,9.1,7.7,5,8.6,11,1,Sword
Sword 2000F Wind-A,,,,,8,0,Sword
Sword 2000F Wind-B,,,,,,0,Sword
Sword Ares,8.5,9.6,8,7,20,1,Sword
Sword Backhand II,7,8,4,6,10,2,Sword
Sword Bata,,,,,,0,Sword
Sword Blue Maze (44),,,,,20,0,Sword
Sword Hero,8,9,2.7,8.4,14,3,Sword
Sword Hero Enhanced,8.8,8.2,1.3,9,16,3,Sword
Sword Hero Pro,,,,,18,0,Sword
Sword King,8.5,8.5,6.5,7.8,14,4,Sword
Sword Maze,8.7,9.2,3.7,9.2,35,6,Sword
Sword Maze FT,,,,,38,0,Sword
Sword Maze P,,,,,22,0,Sword
Sword Nano,7.7,9.5,3.5,8,28,2,Sword
Sword Paladin,7.2,8.2,4,7.7,18,3,Sword
Sword Paladin II,,,,,25,0,Sword
Sword Professional Break(B),,9.5,5,9,30,1,Sword
Sword RG,4,4,1,8,14,2,Sword
Sword Zeus,,,,,30,0,Sword
Three Sword Leap Pro (National Blue Sponge),8.2,9.1,10,9.2,12,2,Three Sword
Three Sword Red Dragon,8.8,7.9,2.3,8.6,10,8,Three Sword
Three Sword Regal Challenge,6,5,2,6,6,1,Three Sword
Tibhar 1Q,8.8,8.4,3.3,9,59,25,Tibhar
Tibhar 1Q Sound,8.4,8.3,0,8.5,59,2,Tibhar
Tibhar 1Q XD,9.5,9.1,3.6,9.4,55,21,Tibhar
Tibhar 5Q,8.9,9.3,2.7,9.4,53,26,Tibhar
Tibhar 5Q Sound,8.3,9.1,1.6,9.2,59,21,Tibhar
Tibhar 5Q Update,9.1,9.1,2.4,9.4,58,10,Tibhar
Tibhar 5Q VIP,8.6,9.4,1.7,9.3,54,12,Tibhar
Tibhar Aurus,9.1,9.2,2.2,9.3,40,40,Tibhar
Tibhar Aurus Prime,9.5,9.5,2.6,9.4,44,28,Tibhar
Tibhar Aurus Select,9.1,9.2,1.9,9.2,48,9,Tibhar
Tibhar Aurus Soft,8.7,9.1,2.6,9,50,38,Tibhar
Tibhar Aurus Sound,8.5,9,2.5,9,50,33,Tibhar
Tibhar Aurus TC-1,8.8,9.5,2,9.4,28,7,Tibhar
Tibhar Bungee,8.8,8.1,6.5,8.8,44,2,Tibhar
Tibhar Dang,6.4,7.5,7.7,6.6,31,7,Tibhar
Tibhar Ellen,4,3.3,2,7.5,30,2,Tibhar
Tibhar Evolution EL-P,9.2,9.3,2.2,9.4,58,61,Tibhar
Tibhar Evolution EL-S,8.7,9,2.3,8.9,46,45,Tibhar
Tibhar Evolution FX-P,8.8,9.3,2,9.3,58,45,Tibhar
Tibhar Evolution FX-S,8.6,9.3,1.3,9.2,58,18,Tibhar
Tibhar Evolution MX-P,9.5,9.3,2.3,9.4,45,111,Tibhar
Tibhar Evolution MX-P 50,9.3,9.4,1.7,9.5,49,21,Tibhar
Tibhar Evolution MX-S,9.2,9.5,2.4,9.5,50,84,Tibhar
Tibhar Genius,8.8,9.2,2.9,9.3,50,51,Tibhar
Tibhar Genius Sound,8.7,9.5,2.7,9.4,46,58,Tibhar
Tibhar Genius Supreme,8.8,9,2,9.2,50,1,Tibhar
Tibhar Genius+ Optimum,9,9.3,2.6,9.1,50,29,Tibhar
Tibhar Genius+ Optimum Sound,8.8,8.8,1.3,8.5,57,18,Tibhar
Tibhar Grip-S,8.8,9.5,7.1,9.4,45,25,Tibhar
Tibhar Grip-S Europe,8.4,9.3,5.4,9,45,18,Tibhar
Tibhar Grip-S Europe Soft,8.3,9,5.6,9.4,45,9,Tibhar
Tibhar Hybrid K1,,,,,25,0,Tibhar
Tibhar Hybrid K1 European Version,9,9.4,7,9.4,40,7,Tibhar
Tibhar Hybrid K1 Plus,8.3,8.8,5,8.3,30,2,Tibhar
Tibhar Hybrid K2,8.4,9.1,8.5,8.7,35,4,Tibhar
Tibhar Karisma,,,,,,0,Tibhar
Tibhar Learn Spin,6.5,7,5,7,12,1,Tibhar
Tibhar Legend,,,,,20,0,Tibhar
Tibhar Legend Destroyer,7.5,8.4,7.2,8.8,14,17,Tibhar
Tibhar Makss,8.1,7.8,2,8.5,30,3,Tibhar
Tibhar MX-K,,,,,55,0,Tibhar
Tibhar MX-K H,9.5,9.5,2,9.5,55,1,Tibhar
Tibhar Nianmor,9.3,9.2,2.7,9.5,55,45,Tibhar
Tibhar Nianmor Soft,9.4,9.5,2,9.5,45,1,Tibhar
Tibhar Nimbus,9.1,8.6,3.4,8.6,55,26,Tibhar
Tibhar Nimbus Delta S,9.2,9.5,2,9.6,50,2,Tibhar
Tibhar Nimbus Delta V,9.5,9.2,2,9.5,50,1,Tibhar
Tibhar Nimbus Medium,9.1,8.7,1,8.9,50,2,Tibhar
Tibhar Nimbus Soft,8.4,8.5,1.6,8.7,45,16,Tibhar
Tibhar Nimbus Sound,8.6,8.2,0.8,8.7,40,20,Tibhar
Tibhar Nimbus VIP,9.4,8.8,4.4,8.9,40,12,Tibhar
Tibhar Norm,5,6,2,8,15,1,Tibhar
Tibhar Phantom,7,7.2,4,7.3,12,3,Tibhar
Tibhar Phantom X-Press,8.5,8.8,5.8,8.8,9,8,Tibhar
Tibhar Primus,9,9.1,1.8,9.1,59,10,Tibhar
Tibhar Quantum,9.1,9.2,1.3,9.2,65,4,Tibhar
Tibhar Quantum S,8.8,9.4,1.8,9.4,65,8,Tibhar
Tibhar Quantum X,9.7,9.4,0,,,1,Tibhar
Tibhar Quantum X Pro,,,,,42,0,Tibhar
Tibhar Rapid,8.3,8.2,3.2,9,28,22,Tibhar
Tibhar Rapid D. TecS Soft,9,8.5,5,8.8,44,1,Tibhar
Tibhar Rapid D.TecS,8.8,8.3,2.5,8.5,48,7,Tibhar
Tibhar Rapid Soft,6,6.7,3.8,8.3,35,16,Tibhar
Tibhar Rapid X-Press,9.2,9.2,3.8,9.4,44,15,Tibhar
Tibhar Rookie D.TecS,6.7,6.9,3.5,7.8,40,6,Tibhar
Tibhar Samurai,9.5,9.4,6,9.3,,2,Tibhar
Tibhar Sinus,9.4,8.7,3.5,9.1,60,15,Tibhar
Tibhar Sinus Alpha,8.8,8.6,1.9,8.7,46,13,Tibhar
Tibhar Sinus Sound,8.4,8.4,1.6,8.9,55,26,Tibhar
